"base_year_month","day_of_week","age_range","sex","use_count"
"201810","금요일","19세 이하","남성","2354"
"201810","금요일","19세 이하","여성","2501"
"201810","금요일","20대","남성","38225"
"201810","금요일","20대","여성","36138"
"201810","금요일","30대","남성","66159"
"201810","금요일","30대","여성","48285"
"201810","금요일","40대","남성","79146"
"201810","금요일","40대","여성","53077"
"201810","금요일","50대","남성","64416"
"201810","금요일","50대","여성","39807"
"201810","금요일","60대","남성","28247"
"201810","금요일","60대","여성","16164"
"201810","금요일","70대 이상","남성","8401"
"201810","금요일","70대 이상","여성","4563"
"201810","금요일","알수없음","알수없음","88201"
"201810","목요일","19세 이하","남성","3076"
"201810","목요일","19세 이하","여성","2866"
"201810","목요일","20대","남성","38340"
"201810","목요일","20대","여성","37780"
"201810","목요일","30대","남성","63575"
"201810","목요일","30대","여성","47192"
"201810","목요일","40대","남성","76601"
"201810","목요일","40대","여성","53470"
"201810","목요일","50대","남성","62651"
"201810","목요일","50대","여성","41423"
"201810","목요일","60대","남성","28602"
"201810","목요일","60대","여성","17687"
"201810","목요일","70대 이상","남성","9386"
"201810","목요일","70대 이상","여성","4995"
"201810","목요일","알수없음","알수없음","91616"
"201810","수요일","19세 이하","남성","3063"
"201810","수요일","19세 이하","여성","2535"
"201810","수요일","20대","남성","29068"
"201810","수요일","20대","여성","27702"
"201810","수요일","30대","남성","47063"
"201810","수요일","30대","여성","35029"
"201810","수요일","40대","남성","56459"
"201810","수요일","40대","여성","39797"
"201810","수요일","50대","남성","47090"
"201810","수요일","50대","여성","31604"
"201810","수요일","60대","남성","21779"
"201810","수요일","60대","여성","13775"
"201810","수요일","70대 이상","남성","7094"
"201810","수요일","70대 이상","여성","3806"
"201810","수요일","알수없음","알수없음","68638"
"201810","월요일","19세 이하","남성","2408"
"201810","월요일","19세 이하","여성","1938"
"201810","월요일","20대","남성","47038"
"201810","월요일","20대","여성","46705"
"201810","월요일","30대","남성","79752"
"201810","월요일","30대","여성","61194"
"201810","월요일","40대","남성","94708"
"201810","월요일","40대","여성","67268"
"201810","월요일","50대","남성","77083"
"201810","월요일","50대","여성","52078"
"201810","월요일","60대","남성","35765"
"201810","월요일","60대","여성","21826"
"201810","월요일","70대 이상","남성","12113"
"201810","월요일","70대 이상","여성","6248"
"201810","월요일","알수없음","알수없음","108454"
"201810","일요일","19세 이하","남성","1769"
"201810","일요일","19세 이하","여성","1522"
"201810","일요일","20대","남성","49572"
"201810","일요일","20대","여성","48302"
"201810","일요일","30대","남성","88386"
"201810","일요일","30대","여성","67020"
"201810","일요일","40대","남성","104843"
"201810","일요일","40대","여성","73215"
"201810","일요일","50대","남성","84595"
"201810","일요일","50대","여성","54049"
"201810","일요일","60대","남성","35649"
"201810","일요일","60대","여성","20386"
"201810","일요일","70대 이상","남성","10415"
"201810","일요일","70대 이상","여성","5226"
"201810","일요일","알수없음","알수없음","75493"
"201810","토요일","19세 이하","남성","1661"
"201810","토요일","19세 이하","여성","1282"
"201810","토요일","20대","남성","40750"
"201810","토요일","20대","여성","39580"
"201810","토요일","30대","남성","74091"
"201810","토요일","30대","여성","56195"
"201810","토요일","40대","남성","89456"
"201810","토요일","40대","여성","63381"
"201810","토요일","50대","남성","71835"
"201810","토요일","50대","여성","45541"
"201810","토요일","60대","남성","30155"
"201810","토요일","60대","여성","17291"
"201810","토요일","70대 이상","남성","8720"
"201810","토요일","70대 이상","여성","4703"
"201810","토요일","알수없음","알수없음","74791"
"201810","화요일","19세 이하","남성","2605"
"201810","화요일","19세 이하","여성","2013"
"201810","화요일","20대","남성","35947"
"201810","화요일","20대","여성","35505"
"201810","화요일","30대","남성","58432"
"201810","화요일","30대","여성","44137"
"201810","화요일","40대","남성","70963"
"201810","화요일","40대","여성","49875"
"201810","화요일","50대","남성","59112"
"201810","화요일","50대","여성","40415"
"201810","화요일","60대","남성","27283"
"201810","화요일","60대","여성","17074"
"201810","화요일","70대 이상","남성","9272"
"201810","화요일","70대 이상","여성","4770"
"201810","화요일","알수없음","알수없음","86153"
"201811","공휴일","20대","남성","1"
"201811","공휴일","20대","여성","12"
"201811","공휴일","30대","남성","29"
"201811","공휴일","30대","여성","28"
"201811","공휴일","40대","남성","10"
"201811","공휴일","40대","여성","8"
"201811","공휴일","50대","남성","3"
"201811","공휴일","50대","여성","7"
"201811","공휴일","60대","남성","4"
"201811","공휴일","60대","여성","1"
"201811","공휴일","70대 이상","여성","3"
"201811","공휴일","알수없음","알수없음","6"
"201811","금요일","19세 이하","남성","1882"
"201811","금요일","19세 이하","여성","1556"
"201811","금요일","20대","남성","37834"
"201811","금요일","20대","여성","36428"
"201811","금요일","30대","남성","62630"
"201811","금요일","30대","여성","47175"
"201811","금요일","40대","남성","79035"
"201811","금요일","40대","여성","54799"
"201811","금요일","50대","남성","66959"
"201811","금요일","50대","여성","41702"
"201811","금요일","60대","남성","29947"
"201811","금요일","60대","여성","17288"
"201811","금요일","70대 이상","남성","9292"
"201811","금요일","70대 이상","여성","4835"
"201811","금요일","알수없음","알수없음","90609"
"201811","목요일","19세 이하","남성","2357"
"201811","목요일","19세 이하","여성","1632"
"201811","목요일","20대","남성","43047"
"201811","목요일","20대","여성","42032"
"201811","목요일","30대","남성","69756"
"201811","목요일","30대","여성","51461"
"201811","목요일","40대","남성","87909"
"201811","목요일","40대","여성","61906"
"201811","목요일","50대","남성","74488"
"201811","목요일","50대","여성","47765"
"201811","목요일","60대","남성","34459"
"201811","목요일","60대","여성","20691"
"201811","목요일","70대 이상","남성","11204"
"201811","목요일","70대 이상","여성","5931"
"201811","목요일","알수없음","알수없음","106354"
"201811","수요일","19세 이하","남성","2515"
"201811","수요일","19세 이하","여성","1981"
"201811","수요일","20대","남성","45115"
"201811","수요일","20대","여성","43632"
"201811","수요일","30대","남성","71240"
"201811","수요일","30대","여성","52396"
"201811","수요일","40대","남성","89448"
"201811","수요일","40대","여성","62925"
"201811","수요일","50대","남성","76147"
"201811","수요일","50대","여성","50032"
"201811","수요일","60대","남성","34583"
"201811","수요일","60대","여성","21739"
"201811","수요일","70대 이상","남성","11712"
"201811","수요일","70대 이상","여성","6299"
"201811","수요일","알수없음","알수없음","107510"
"201811","월요일","19세 이하","남성","1268"
"201811","월요일","19세 이하","여성","1141"
"201811","월요일","20대","남성","37712"
"201811","월요일","20대","여성","37546"
"201811","월요일","30대","남성","60503"
"201811","월요일","30대","여성","46681"
"201811","월요일","40대","남성","72575"
"201811","월요일","40대","여성","51228"
"201811","월요일","50대","남성","61935"
"201811","월요일","50대","여성","41477"
"201811","월요일","60대","남성","28573"
"201811","월요일","60대","여성","17676"
"201811","월요일","70대 이상","남성","9566"
"201811","월요일","70대 이상","여성","4904"
"201811","월요일","알수없음","알수없음","84327"
"201811","일요일","19세 이하","남성","1433"
"201811","일요일","19세 이하","여성","1133"
"201811","일요일","20대","남성","39428"
"201811","일요일","20대","여성","37242"
"201811","일요일","30대","남성","66749"
"201811","일요일","30대","여성","49958"
"201811","일요일","40대","남성","81345"
"201811","일요일","40대","여성","56173"
"201811","일요일","50대","남성","69388"
"201811","일요일","50대","여성","43038"
"201811","일요일","60대","남성","28715"
"201811","일요일","60대","여성","16124"
"201811","일요일","70대 이상","남성","8090"
"201811","일요일","70대 이상","여성","4278"
"201811","일요일","알수없음","알수없음","61039"
"201811","토요일","19세 이하","남성","1451"
"201811","토요일","19세 이하","여성","1287"
"201811","토요일","20대","남성","39983"
"201811","토요일","20대","여성","39608"
"201811","토요일","30대","남성","69118"
"201811","토요일","30대","여성","53610"
"201811","토요일","40대","남성","86795"
"201811","토요일","40대","여성","62053"
"201811","토요일","50대","남성","72046"
"201811","토요일","50대","여성","45043"
"201811","토요일","60대","남성","30065"
"201811","토요일","60대","여성","16819"
"201811","토요일","70대 이상","남성","8867"
"201811","토요일","70대 이상","여성","4683"
"201811","토요일","알수없음","알수없음","74053"
"201811","화요일","19세 이하","남성","1579"
"201811","화요일","19세 이하","여성","1450"
"201811","화요일","20대","남성","39494"
"201811","화요일","20대","여성","38281"
"201811","화요일","30대","남성","62178"
"201811","화요일","30대","여성","46135"
"201811","화요일","40대","남성","75739"
"201811","화요일","40대","여성","53447"
"201811","화요일","50대","남성","63439"
"201811","화요일","50대","여성","41790"
"201811","화요일","60대","남성","28925"
"201811","화요일","60대","여성","17980"
"201811","화요일","70대 이상","남성","9685"
"201811","화요일","70대 이상","여성","5054"
"201811","화요일","알수없음","알수없음","87475"
"201812","공휴일","19세 이하","남성","297"
"201812","공휴일","19세 이하","여성","303"
"201812","공휴일","20대","남성","11734"
"201812","공휴일","20대","여성","11975"
"201812","공휴일","30대","남성","18203"
"201812","공휴일","30대","여성","13494"
"201812","공휴일","40대","남성","20911"
"201812","공휴일","40대","여성","14183"
"201812","공휴일","50대","남성","16322"
"201812","공휴일","50대","여성","10322"
"201812","공휴일","60대","남성","6734"
"201812","공휴일","60대","여성","3869"
"201812","공휴일","70대 이상","남성","2072"
"201812","공휴일","70대 이상","여성","1068"
"201812","공휴일","알수없음","알수없음","14895"
"201812","금요일","19세 이하","남성","1671"
"201812","금요일","19세 이하","여성","1511"
"201812","금요일","20대","남성","45588"
"201812","금요일","20대","여성","44944"
"201812","금요일","30대","남성","75065"
"201812","금요일","30대","여성","54611"
"201812","금요일","40대","남성","93470"
"201812","금요일","40대","여성","62842"
"201812","금요일","50대","남성","78733"
"201812","금요일","50대","여성","48195"
"201812","금요일","60대","남성","34215"
"201812","금요일","60대","여성","19574"
"201812","금요일","70대 이상","남성","11539"
"201812","금요일","70대 이상","여성","5792"
"201812","금요일","알수없음","알수없음","108081"
"201812","목요일","19세 이하","남성","1448"
"201812","목요일","19세 이하","여성","1190"
"201812","목요일","20대","남성","39296"
"201812","목요일","20대","여성","39151"
"201812","목요일","30대","남성","59025"
"201812","목요일","30대","여성","43314"
"201812","목요일","40대","남성","73306"
"201812","목요일","40대","여성","49496"
"201812","목요일","50대","남성","62667"
"201812","목요일","50대","여성","39806"
"201812","목요일","60대","남성","27785"
"201812","목요일","60대","여성","16493"
"201812","목요일","70대 이상","남성","9255"
"201812","목요일","70대 이상","여성","4893"
"201812","목요일","알수없음","알수없음","87085"
"201812","수요일","19세 이하","남성","1358"
"201812","수요일","19세 이하","여성","1183"
"201812","수요일","20대","남성","38536"
"201812","수요일","20대","여성","38983"
"201812","수요일","30대","남성","56459"
"201812","수요일","30대","여성","42463"
"201812","수요일","40대","남성","70878"
"201812","수요일","40대","여성","48449"
"201812","수요일","50대","남성","60463"
"201812","수요일","50대","여성","39229"
"201812","수요일","60대","남성","27625"
"201812","수요일","60대","여성","16445"
"201812","수요일","70대 이상","남성","9769"
"201812","수요일","70대 이상","여성","4930"
"201812","수요일","알수없음","알수없음","85035"
"201812","월요일","19세 이하","남성","1192"
"201812","월요일","19세 이하","여성","1064"
"201812","월요일","20대","남성","38324"
"201812","월요일","20대","여성","38030"
"201812","월요일","30대","남성","60629"
"201812","월요일","30대","여성","45204"
"201812","월요일","40대","남성","72067"
"201812","월요일","40대","여성","49713"
"201812","월요일","50대","남성","60318"
"201812","월요일","50대","여성","38664"
"201812","월요일","60대","남성","27403"
"201812","월요일","60대","여성","16078"
"201812","월요일","70대 이상","남성","9521"
"201812","월요일","70대 이상","여성","4713"
"201812","월요일","알수없음","알수없음","81511"
"201812","일요일","19세 이하","남성","1516"
"201812","일요일","19세 이하","여성","1226"
"201812","일요일","20대","남성","45153"
"201812","일요일","20대","여성","44320"
"201812","일요일","30대","남성","77926"
"201812","일요일","30대","여성","56579"
"201812","일요일","40대","남성","92860"
"201812","일요일","40대","여성","62683"
"201812","일요일","50대","남성","78956"
"201812","일요일","50대","여성","47777"
"201812","일요일","60대","남성","32537"
"201812","일요일","60대","여성","18000"
"201812","일요일","70대 이상","남성","9646"
"201812","일요일","70대 이상","여성","4900"
"201812","일요일","알수없음","알수없음","69633"
"201812","토요일","19세 이하","남성","1594"
"201812","토요일","19세 이하","여성","1371"
"201812","토요일","20대","남성","46341"
"201812","토요일","20대","여성","46008"
"201812","토요일","30대","남성","80029"
"201812","토요일","30대","여성","60113"
"201812","토요일","40대","남성","98611"
"201812","토요일","40대","여성","67933"
"201812","토요일","50대","남성","83107"
"201812","토요일","50대","여성","50021"
"201812","토요일","60대","남성","34067"
"201812","토요일","60대","여성","18953"
"201812","토요일","70대 이상","남성","10902"
"201812","토요일","70대 이상","여성","5350"
"201812","토요일","알수없음","알수없음","84732"
"201812","화요일","19세 이하","남성","981"
"201812","화요일","19세 이하","여성","797"
"201812","화요일","20대","남성","27705"
"201812","화요일","20대","여성","26723"
"201812","화요일","30대","남성","40500"
"201812","화요일","30대","여성","29642"
"201812","화요일","40대","남성","50895"
"201812","화요일","40대","여성","35228"
"201812","화요일","50대","남성","43516"
"201812","화요일","50대","여성","27986"
"201812","화요일","60대","남성","20190"
"201812","화요일","60대","여성","11571"
"201812","화요일","70대 이상","남성","6649"
"201812","화요일","70대 이상","여성","3523"
"201812","화요일","알수없음","알수없음","59823"
"201901","공휴일","19세 이하","남성","203"
"201901","공휴일","19세 이하","여성","194"
"201901","공휴일","20대","남성","9747"
"201901","공휴일","20대","여성","9406"
"201901","공휴일","30대","남성","15608"
"201901","공휴일","30대","여성","10972"
"201901","공휴일","40대","남성","19051"
"201901","공휴일","40대","여성","12452"
"201901","공휴일","50대","남성","15386"
"201901","공휴일","50대","여성","9559"
"201901","공휴일","60대","남성","6010"
"201901","공휴일","60대","여성","3516"
"201901","공휴일","70대 이상","남성","1530"
"201901","공휴일","70대 이상","여성","840"
"201901","공휴일","알수없음","알수없음","12865"
"201901","금요일","19세 이하","남성","1540"
"201901","금요일","19세 이하","여성","1360"
"201901","금요일","20대","남성","39335"
"201901","금요일","20대","여성","38794"
"201901","금요일","30대","남성","59902"
"201901","금요일","30대","여성","45994"
"201901","금요일","40대","남성","78773"
"201901","금요일","40대","여성","55738"
"201901","금요일","50대","남성","64919"
"201901","금요일","50대","여성","41196"
"201901","금요일","60대","남성","26551"
"201901","금요일","60대","여성","15873"
"201901","금요일","70대 이상","남성","8305"
"201901","금요일","70대 이상","여성","4589"
"201901","금요일","알수없음","알수없음","83802"
"201901","목요일","19세 이하","남성","1712"
"201901","목요일","19세 이하","여성","1272"
"201901","목요일","20대","남성","39336"
"201901","목요일","20대","여성","38807"
"201901","목요일","30대","남성","55074"
"201901","목요일","30대","여성","43054"
"201901","목요일","40대","남성","72893"
"201901","목요일","40대","여성","53336"
"201901","목요일","50대","남성","61474"
"201901","목요일","50대","여성","40105"
"201901","목요일","60대","남성","25999"
"201901","목요일","60대","여성","16146"
"201901","목요일","70대 이상","남성","8307"
"201901","목요일","70대 이상","여성","4494"
"201901","목요일","알수없음","알수없음","81500"
"201901","수요일","19세 이하","남성","1855"
"201901","수요일","19세 이하","여성","1578"
"201901","수요일","20대","남성","47290"
"201901","수요일","20대","여성","49344"
"201901","수요일","30대","남성","64859"
"201901","수요일","30대","여성","50141"
"201901","수요일","40대","남성","85521"
"201901","수요일","40대","여성","63068"
"201901","수요일","50대","남성","73750"
"201901","수요일","50대","여성","48623"
"201901","수요일","60대","남성","31620"
"201901","수요일","60대","여성","19873"
"201901","수요일","70대 이상","남성","10075"
"201901","수요일","70대 이상","여성","5709"
"201901","수요일","알수없음","알수없음","98347"
"201901","월요일","19세 이하","남성","1904"
"201901","월요일","19세 이하","여성","1513"
"201901","월요일","20대","남성","48670"
"201901","월요일","20대","여성","49358"
"201901","월요일","30대","남성","72676"
"201901","월요일","30대","여성","56273"
"201901","월요일","40대","남성","92611"
"201901","월요일","40대","여성","67414"
"201901","월요일","50대","남성","78663"
"201901","월요일","50대","여성","51981"
"201901","월요일","60대","남성","34270"
"201901","월요일","60대","여성","21186"
"201901","월요일","70대 이상","남성","11922"
"201901","월요일","70대 이상","여성","6235"
"201901","월요일","알수없음","알수없음","100166"
"201901","일요일","19세 이하","남성","1548"
"201901","일요일","19세 이하","여성","1177"
"201901","일요일","20대","남성","42268"
"201901","일요일","20대","여성","40448"
"201901","일요일","30대","남성","65200"
"201901","일요일","30대","여성","48483"
"201901","일요일","40대","남성","82838"
"201901","일요일","40대","여성","56729"
"201901","일요일","50대","남성","69239"
"201901","일요일","50대","여성","41369"
"201901","일요일","60대","남성","26692"
"201901","일요일","60대","여성","15472"
"201901","일요일","70대 이상","남성","7484"
"201901","일요일","70대 이상","여성","4139"
"201901","일요일","알수없음","알수없음","58869"
"201901","토요일","19세 이하","남성","1614"
"201901","토요일","19세 이하","여성","1242"
"201901","토요일","20대","남성","42711"
"201901","토요일","20대","여성","40752"
"201901","토요일","30대","남성","67759"
"201901","토요일","30대","여성","50388"
"201901","토요일","40대","남성","86531"
"201901","토요일","40대","여성","61482"
"201901","토요일","50대","남성","71398"
"201901","토요일","50대","여성","43307"
"201901","토요일","60대","남성","27506"
"201901","토요일","60대","여성","15958"
"201901","토요일","70대 이상","남성","7990"
"201901","토요일","70대 이상","여성","4471"
"201901","토요일","알수없음","알수없음","68985"
"201901","화요일","19세 이하","남성","1704"
"201901","화요일","19세 이하","여성","1296"
"201901","화요일","20대","남성","39506"
"201901","화요일","20대","여성","40859"
"201901","화요일","30대","남성","54105"
"201901","화요일","30대","여성","41406"
"201901","화요일","40대","남성","70225"
"201901","화요일","40대","여성","51927"
"201901","화요일","50대","남성","60404"
"201901","화요일","50대","여성","39990"
"201901","화요일","60대","남성","26015"
"201901","화요일","60대","여성","16218"
"201901","화요일","70대 이상","남성","8572"
"201901","화요일","70대 이상","여성","4785"
"201901","화요일","알수없음","알수없음","80474"
"201902","공휴일","19세 이하","남성","717"
"201902","공휴일","19세 이하","여성","482"
"201902","공휴일","20대","남성","26736"
"201902","공휴일","20대","여성","24750"
"201902","공휴일","30대","남성","44012"
"201902","공휴일","30대","여성","31536"
"201902","공휴일","40대","남성","51982"
"201902","공휴일","40대","여성","34080"
"201902","공휴일","50대","남성","42994"
"201902","공휴일","50대","여성","27174"
"201902","공휴일","60대","남성","17199"
"201902","공휴일","60대","여성","10481"
"201902","공휴일","70대 이상","남성","4732"
"201902","공휴일","70대 이상","여성","2854"
"201902","공휴일","알수없음","알수없음","31675"
"201902","금요일","19세 이하","남성","1669"
"201902","금요일","19세 이하","여성","1390"
"201902","금요일","20대","남성","41866"
"201902","금요일","20대","여성","40624"
"201902","금요일","30대","남성","58590"
"201902","금요일","30대","여성","44392"
"201902","금요일","40대","남성","75196"
"201902","금요일","40대","여성","52813"
"201902","금요일","50대","남성","62118"
"201902","금요일","50대","여성","39175"
"201902","금요일","60대","남성","25318"
"201902","금요일","60대","여성","15444"
"201902","금요일","70대 이상","남성","8567"
"201902","금요일","70대 이상","여성","4430"
"201902","금요일","알수없음","알수없음","81208"
"201902","목요일","19세 이하","남성","1810"
"201902","목요일","19세 이하","여성","1470"
"201902","목요일","20대","남성","42576"
"201902","목요일","20대","여성","43137"
"201902","목요일","30대","남성","54766"
"201902","목요일","30대","여성","41602"
"201902","목요일","40대","남성","70173"
"201902","목요일","40대","여성","51037"
"201902","목요일","50대","남성","58219"
"201902","목요일","50대","여성","37875"
"201902","목요일","60대","남성","24048"
"201902","목요일","60대","여성","14815"
"201902","목요일","70대 이상","남성","8078"
"201902","목요일","70대 이상","여성","4090"
"201902","목요일","알수없음","알수없음","77934"
"201902","수요일","19세 이하","남성","1324"
"201902","수요일","19세 이하","여성","1228"
"201902","수요일","20대","남성","34800"
"201902","수요일","20대","여성","35885"
"201902","수요일","30대","남성","41015"
"201902","수요일","30대","여성","31866"
"201902","수요일","40대","남성","53988"
"201902","수요일","40대","여성","39911"
"201902","수요일","50대","남성","44900"
"201902","수요일","50대","여성","30242"
"201902","수요일","60대","남성","18900"
"201902","수요일","60대","여성","11882"
"201902","수요일","70대 이상","남성","6394"
"201902","수요일","70대 이상","여성","3178"
"201902","수요일","알수없음","알수없음","61372"
"201902","월요일","19세 이하","남성","1354"
"201902","월요일","19세 이하","여성","1063"
"201902","월요일","20대","남성","31730"
"201902","월요일","20대","여성","32211"
"201902","월요일","30대","남성","40890"
"201902","월요일","30대","여성","32365"
"201902","월요일","40대","남성","53204"
"201902","월요일","40대","여성","39946"
"201902","월요일","50대","남성","43535"
"201902","월요일","50대","여성","29510"
"201902","월요일","60대","남성","18407"
"201902","월요일","60대","여성","11929"
"201902","월요일","70대 이상","남성","6475"
"201902","월요일","70대 이상","여성","3309"
"201902","월요일","알수없음","알수없음","59379"
"201902","일요일","19세 이하","남성","1570"
"201902","일요일","19세 이하","여성","1243"
"201902","일요일","20대","남성","41802"
"201902","일요일","20대","여성","40408"
"201902","일요일","30대","남성","61470"
"201902","일요일","30대","여성","47142"
"201902","일요일","40대","남성","78851"
"201902","일요일","40대","여성","55483"
"201902","일요일","50대","남성","66115"
"201902","일요일","50대","여성","41895"
"201902","일요일","60대","남성","26453"
"201902","일요일","60대","여성","16344"
"201902","일요일","70대 이상","남성","8124"
"201902","일요일","70대 이상","여성","4283"
"201902","일요일","알수없음","알수없음","54662"
"201902","토요일","19세 이하","남성","1708"
"201902","토요일","19세 이하","여성","1346"
"201902","토요일","20대","남성","42538"
"201902","토요일","20대","여성","41217"
"201902","토요일","30대","남성","64814"
"201902","토요일","30대","여성","49912"
"201902","토요일","40대","남성","82885"
"201902","토요일","40대","여성","58420"
"201902","토요일","50대","남성","67838"
"201902","토요일","50대","여성","40791"
"201902","토요일","60대","남성","26380"
"201902","토요일","60대","여성","15767"
"201902","토요일","70대 이상","남성","8426"
"201902","토요일","70대 이상","여성","4609"
"201902","토요일","알수없음","알수없음","64677"
"201902","화요일","19세 이하","남성","1420"
"201902","화요일","19세 이하","여성","1193"
"201902","화요일","20대","남성","33831"
"201902","화요일","20대","여성","34751"
"201902","화요일","30대","남성","40729"
"201902","화요일","30대","여성","31780"
"201902","화요일","40대","남성","53560"
"201902","화요일","40대","여성","39550"
"201902","화요일","50대","남성","43708"
"201902","화요일","50대","여성","29484"
"201902","화요일","60대","남성","18667"
"201902","화요일","60대","여성","11552"
"201902","화요일","70대 이상","남성","6294"
"201902","화요일","70대 이상","여성","3180"
"201902","화요일","알수없음","알수없음","59872"
"201903","공휴일","19세 이하","남성","399"
"201903","공휴일","19세 이하","여성","386"
"201903","공휴일","20대","남성","9686"
"201903","공휴일","20대","여성","10392"
"201903","공휴일","30대","남성","17280"
"201903","공휴일","30대","여성","13527"
"201903","공휴일","40대","남성","21856"
"201903","공휴일","40대","여성","15468"
"201903","공휴일","50대","남성","17313"
"201903","공휴일","50대","여성","11310"
"201903","공휴일","60대","남성","6995"
"201903","공휴일","60대","여성","3966"
"201903","공휴일","70대 이상","남성","2114"
"201903","공휴일","70대 이상","여성","978"
"201903","공휴일","알수없음","알수없음","16975"
"201903","금요일","19세 이하","남성","2019"
"201903","금요일","19세 이하","여성","1701"
"201903","금요일","20대","남성","36992"
"201903","금요일","20대","여성","37075"
"201903","금요일","30대","남성","60789"
"201903","금요일","30대","여성","45920"
"201903","금요일","40대","남성","72531"
"201903","금요일","40대","여성","49875"
"201903","금요일","50대","남성","61056"
"201903","금요일","50대","여성","39371"
"201903","금요일","60대","남성","27564"
"201903","금요일","60대","여성","16512"
"201903","금요일","70대 이상","남성","8968"
"201903","금요일","70대 이상","여성","4835"
"201903","금요일","알수없음","알수없음","81919"
"201903","목요일","19세 이하","남성","2701"
"201903","목요일","19세 이하","여성","2329"
"201903","목요일","20대","남성","50026"
"201903","목요일","20대","여성","50249"
"201903","목요일","30대","남성","76780"
"201903","목요일","30대","여성","57290"
"201903","목요일","40대","남성","92487"
"201903","목요일","40대","여성","64423"
"201903","목요일","50대","남성","76339"
"201903","목요일","50대","여성","51081"
"201903","목요일","60대","남성","34700"
"201903","목요일","60대","여성","21816"
"201903","목요일","70대 이상","남성","11394"
"201903","목요일","70대 이상","여성","6095"
"201903","목요일","알수없음","알수없음","103635"
"201903","수요일","19세 이하","남성","2581"
"201903","수요일","19세 이하","여성","2234"
"201903","수요일","20대","남성","41785"
"201903","수요일","20대","여성","41355"
"201903","수요일","30대","남성","60922"
"201903","수요일","30대","여성","45495"
"201903","수요일","40대","남성","73422"
"201903","수요일","40대","여성","51117"
"201903","수요일","50대","남성","61533"
"201903","수요일","50대","여성","42207"
"201903","수요일","60대","남성","28226"
"201903","수요일","60대","여성","18045"
"201903","수요일","70대 이상","남성","9283"
"201903","수요일","70대 이상","여성","5050"
"201903","수요일","알수없음","알수없음","82230"
"201903","월요일","19세 이하","남성","1694"
"201903","월요일","19세 이하","여성","1447"
"201903","월요일","20대","남성","39178"
"201903","월요일","20대","여성","40868"
"201903","월요일","30대","남성","60307"
"201903","월요일","30대","여성","45729"
"201903","월요일","40대","남성","67836"
"201903","월요일","40대","여성","47897"
"201903","월요일","50대","남성","57408"
"201903","월요일","50대","여성","40364"
"201903","월요일","60대","남성","27323"
"201903","월요일","60대","여성","17423"
"201903","월요일","70대 이상","남성","9316"
"201903","월요일","70대 이상","여성","4776"
"201903","월요일","알수없음","알수없음","78842"
"201903","일요일","19세 이하","남성","1681"
"201903","일요일","19세 이하","여성","1401"
"201903","일요일","20대","남성","39652"
"201903","일요일","20대","여성","40371"
"201903","일요일","30대","남성","66682"
"201903","일요일","30대","여성","50193"
"201903","일요일","40대","남성","75625"
"201903","일요일","40대","여성","52876"
"201903","일요일","50대","남성","65470"
"201903","일요일","50대","여성","41880"
"201903","일요일","60대","남성","27085"
"201903","일요일","60대","여성","15881"
"201903","일요일","70대 이상","남성","7377"
"201903","일요일","70대 이상","여성","3728"
"201903","일요일","알수없음","알수없음","54068"
"201903","토요일","19세 이하","남성","2223"
"201903","토요일","19세 이하","여성","1965"
"201903","토요일","20대","남성","48332"
"201903","토요일","20대","여성","49285"
"201903","토요일","30대","남성","84212"
"201903","토요일","30대","여성","65190"
"201903","토요일","40대","남성","98859"
"201903","토요일","40대","여성","70965"
"201903","토요일","50대","남성","83506"
"201903","토요일","50대","여성","53756"
"201903","토요일","60대","남성","34911"
"201903","토요일","60대","여성","20200"
"201903","토요일","70대 이상","남성","10371"
"201903","토요일","70대 이상","여성","5475"
"201903","토요일","알수없음","알수없음","82557"
"201903","화요일","19세 이하","남성","2186"
"201903","화요일","19세 이하","여성","1805"
"201903","화요일","20대","남성","40382"
"201903","화요일","20대","여성","41396"
"201903","화요일","30대","남성","59508"
"201903","화요일","30대","여성","44659"
"201903","화요일","40대","남성","69983"
"201903","화요일","40대","여성","49441"
"201903","화요일","50대","남성","59408"
"201903","화요일","50대","여성","41828"
"201903","화요일","60대","남성","27824"
"201903","화요일","60대","여성","18065"
"201903","화요일","70대 이상","남성","9467"
"201903","화요일","70대 이상","여성","5024"
"201903","화요일","알수없음","알수없음","81215"
"201904","공휴일","40대","여성","2"
"201904","공휴일","알수없음","알수없음","1"
"201904","금요일","19세 이하","남성","3753"
"201904","금요일","19세 이하","여성","3193"
"201904","금요일","20대","남성","43925"
"201904","금요일","20대","여성","41464"
"201904","금요일","30대","남성","71221"
"201904","금요일","30대","여성","53232"
"201904","금요일","40대","남성","84253"
"201904","금요일","40대","여성","59054"
"201904","금요일","50대","남성","70061"
"201904","금요일","50대","여성","45416"
"201904","금요일","60대","남성","30685"
"201904","금요일","60대","여성","18583"
"201904","금요일","70대 이상","남성","9722"
"201904","금요일","70대 이상","여성","5219"
"201904","금요일","알수없음","알수없음","92877"
"201904","목요일","19세 이하","남성","3948"
"201904","목요일","19세 이하","여성","3449"
"201904","목요일","20대","남성","42068"
"201904","목요일","20대","여성","39548"
"201904","목요일","30대","남성","63011"
"201904","목요일","30대","여성","47989"
"201904","목요일","40대","남성","76392"
"201904","목요일","40대","여성","54009"
"201904","목요일","50대","남성","63473"
"201904","목요일","50대","여성","43276"
"201904","목요일","60대","남성","29214"
"201904","목요일","60대","여성","19223"
