"base_year_month","biz_name","sex","age_range","user_count"
"201906","부페","남성","60대","2424"
"201906","부페","남성","70대 이상","561"
"201906","부페","여성","20대 이하","1120"
"201906","부페","여성","30대","2413"
"201906","부페","여성","40대","2770"
"201906","부페","여성","50대","2187"
"201906","부페","여성","60대","1130"
"201906","부페","여성","70대 이상","142"
"201906","분식","남성","20대 이하","40720"
"201906","분식","남성","30대","144306"
"201906","분식","남성","40대","144800"
"201906","분식","남성","50대","75617"
"201906","분식","남성","60대","23345"
"201906","분식","남성","70대 이상","5277"
"201906","분식","여성","20대 이하","63353"
"201906","분식","여성","30대","130642"
"201906","분식","여성","40대","129074"
"201906","분식","여성","50대","71366"
"201906","분식","여성","60대","20861"
"201906","분식","여성","70대 이상","3407"
"201906","양식","남성","20대 이하","17127"
"201906","양식","남성","30대","53435"
"201906","양식","남성","40대","49382"
"201906","양식","남성","50대","22219"
"201906","양식","남성","60대","5835"
"201906","양식","남성","70대 이상","1022"
"201906","양식","여성","20대 이하","26919"
"201906","양식","여성","30대","54823"
"201906","양식","여성","40대","46421"
"201906","양식","여성","50대","25874"
"201906","양식","여성","60대","5762"
"201906","양식","여성","70대 이상","1214"
"201906","유흥주점","남성","20대 이하","8788"
"201906","유흥주점","남성","30대","24319"
"201906","유흥주점","남성","40대","37448"
"201906","유흥주점","남성","50대","26903"
"201906","유흥주점","남성","60대","7386"
"201906","유흥주점","남성","70대 이상","958"
"201906","유흥주점","여성","20대 이하","8603"
"201906","유흥주점","여성","30대","12693"
"201906","유흥주점","여성","40대","12631"
"201906","유흥주점","여성","50대","10121"
"201906","유흥주점","여성","60대","3082"
"201906","유흥주점","여성","70대 이상","459"
"201906","일식/수산물","남성","20대 이하","26568"
"201906","일식/수산물","남성","30대","98566"
"201906","일식/수산물","남성","40대","112320"
"201906","일식/수산물","남성","50대","74982"
"201906","일식/수산물","남성","60대","31929"
"201906","일식/수산물","남성","70대 이상","7267"
"201906","일식/수산물","여성","20대 이하","37174"
"201906","일식/수산물","여성","30대","76783"
"201906","일식/수산물","여성","40대","74422"
"201906","일식/수산물","여성","50대","58682"
"201906","일식/수산물","여성","60대","22586"
"201906","일식/수산물","여성","70대 이상","4522"
"201906","제과/제빵/떡/케익","남성","20대 이하","19689"
"201906","제과/제빵/떡/케익","남성","30대","84899"
"201906","제과/제빵/떡/케익","남성","40대","107223"
"201906","제과/제빵/떡/케익","남성","50대","57404"
"201906","제과/제빵/떡/케익","남성","60대","20865"
"201906","제과/제빵/떡/케익","남성","70대 이상","4888"
"201906","제과/제빵/떡/케익","여성","20대 이하","46715"
"201906","제과/제빵/떡/케익","여성","30대","115384"
"201906","제과/제빵/떡/케익","여성","40대","141401"
"201906","제과/제빵/떡/케익","여성","50대","81611"
"201906","제과/제빵/떡/케익","여성","60대","27008"
"201906","제과/제빵/떡/케익","여성","70대 이상","4597"
"201906","중식","남성","20대 이하","14428"
"201906","중식","남성","30대","54805"
"201906","중식","남성","40대","75214"
"201906","중식","남성","50대","42904"
"201906","중식","남성","60대","14791"
"201906","중식","남성","70대 이상","3920"
"201906","중식","여성","20대 이하","15144"
"201906","중식","여성","30대","36102"
"201906","중식","여성","40대","41268"
"201906","중식","여성","50대","26027"
"201906","중식","여성","60대","9172"
"201906","중식","여성","70대 이상","2028"
"201906","커피/음료","남성","20대 이하","81564"
"201906","커피/음료","남성","30대","242970"
"201906","커피/음료","남성","40대","211869"
"201906","커피/음료","남성","50대","103187"
"201906","커피/음료","남성","60대","31026"
"201906","커피/음료","남성","70대 이상","6289"
"201906","커피/음료","여성","20대 이하","162129"
"201906","커피/음료","여성","30대","276368"
"201906","커피/음료","여성","40대","244695"
"201906","커피/음료","여성","50대","138478"
"201906","커피/음료","여성","60대","32982"
"201906","커피/음료","여성","70대 이상","5620"
"201906","패스트푸드","남성","20대 이하","46071"
"201906","패스트푸드","남성","30대","121433"
"201906","패스트푸드","남성","40대","120971"
"201906","패스트푸드","남성","50대","48372"
"201906","패스트푸드","남성","60대","10652"
"201906","패스트푸드","남성","70대 이상","2853"
"201906","패스트푸드","여성","20대 이하","51494"
"201906","패스트푸드","여성","30대","99160"
"201906","패스트푸드","여성","40대","113329"
"201906","패스트푸드","여성","50대","49778"
"201906","패스트푸드","여성","60대","11467"
"201906","패스트푸드","여성","70대 이상","2323"
"201906","한식","남성","20대 이하","100504"
"201906","한식","남성","30대","382491"
"201906","한식","남성","40대","487363"
"201906","한식","남성","50대","328950"
"201906","한식","남성","60대","125445"
"201906","한식","남성","70대 이상","29301"
"201906","한식","여성","20대 이하","136201"
"201906","한식","여성","30대","284569"
"201906","한식","여성","40대","299846"
"201906","한식","여성","50대","219502"
"201906","한식","여성","60대","78374"
"201906","한식","여성","70대 이상","14984"
"201907","간이주점","남성","20대 이하","27936"
"201907","간이주점","남성","30대","49562"
"201907","간이주점","남성","40대","53415"
"201907","간이주점","남성","50대","30438"
"201907","간이주점","남성","60대","7764"
"201907","간이주점","남성","70대 이상","1149"
"201907","간이주점","여성","20대 이하","25586"
"201907","간이주점","여성","30대","27257"
"201907","간이주점","여성","40대","27854"
"201907","간이주점","여성","50대","16477"
"201907","간이주점","여성","60대","4148"
"201907","간이주점","여성","70대 이상","976"
"201907","고기요리","남성","20대 이하","26157"
"201907","고기요리","남성","30대","75479"
"201907","고기요리","남성","40대","97668"
"201907","고기요리","남성","50대","60879"
"201907","고기요리","남성","60대","20161"
"201907","고기요리","남성","70대 이상","4890"
"201907","고기요리","여성","20대 이하","27067"
"201907","고기요리","여성","30대","49623"
"201907","고기요리","여성","40대","59402"
"201907","고기요리","여성","50대","37950"
"201907","고기요리","여성","60대","12906"
"201907","고기요리","여성","70대 이상","2583"
"201907","닭/오리요리","남성","20대 이하","29580"
"201907","닭/오리요리","남성","30대","86151"
"201907","닭/오리요리","남성","40대","106802"
"201907","닭/오리요리","남성","50대","53436"
"201907","닭/오리요리","남성","60대","12785"
"201907","닭/오리요리","남성","70대 이상","2834"
"201907","닭/오리요리","여성","20대 이하","28453"
"201907","닭/오리요리","여성","30대","59225"
"201907","닭/오리요리","여성","40대","87386"
"201907","닭/오리요리","여성","50대","45397"
"201907","닭/오리요리","여성","60대","11810"
"201907","닭/오리요리","여성","70대 이상","2400"
"201907","별식/퓨전요리","남성","20대 이하","4366"
"201907","별식/퓨전요리","남성","30대","15582"
"201907","별식/퓨전요리","남성","40대","22455"
"201907","별식/퓨전요리","남성","50대","14875"
"201907","별식/퓨전요리","남성","60대","5095"
"201907","별식/퓨전요리","남성","70대 이상","982"
"201907","별식/퓨전요리","여성","20대 이하","4924"
"201907","별식/퓨전요리","여성","30대","13874"
"201907","별식/퓨전요리","여성","40대","17302"
"201907","별식/퓨전요리","여성","50대","9539"
"201907","별식/퓨전요리","여성","60대","3919"
"201907","별식/퓨전요리","여성","70대 이상","489"
"201907","부페","남성","20대 이하","1455"
"201907","부페","남성","30대","4203"
"201907","부페","남성","40대","5311"
"201907","부페","남성","50대","4055"
"201907","부페","남성","60대","2443"
"201907","부페","남성","70대 이상","427"
"201907","부페","여성","20대 이하","1285"
"201907","부페","여성","30대","2990"
"201907","부페","여성","40대","3411"
"201907","부페","여성","50대","2311"
"201907","부페","여성","60대","1305"
"201907","부페","여성","70대 이상","268"
"201907","분식","남성","20대 이하","49297"
"201907","분식","남성","30대","145372"
"201907","분식","남성","40대","169080"
"201907","분식","남성","50대","85844"
"201907","분식","남성","60대","24063"
"201907","분식","남성","70대 이상","5519"
"201907","분식","여성","20대 이하","73413"
"201907","분식","여성","30대","141955"
"201907","분식","여성","40대","151645"
"201907","분식","여성","50대","80844"
"201907","분식","여성","60대","20805"
"201907","분식","여성","70대 이상","4115"
"201907","양식","남성","20대 이하","17793"
"201907","양식","남성","30대","51993"
"201907","양식","남성","40대","52339"
"201907","양식","남성","50대","22963"
"201907","양식","남성","60대","5521"
"201907","양식","남성","70대 이상","1528"
"201907","양식","여성","20대 이하","28762"
"201907","양식","여성","30대","53475"
"201907","양식","여성","40대","51309"
"201907","양식","여성","50대","25655"
"201907","양식","여성","60대","5947"
"201907","양식","여성","70대 이상","1236"
"201907","유흥주점","남성","20대 이하","9205"
"201907","유흥주점","남성","30대","23321"
"201907","유흥주점","남성","40대","35358"
"201907","유흥주점","남성","50대","27486"
"201907","유흥주점","남성","60대","7280"
"201907","유흥주점","남성","70대 이상","1219"
"201907","유흥주점","여성","20대 이하","8985"
"201907","유흥주점","여성","30대","12591"
"201907","유흥주점","여성","40대","12157"
"201907","유흥주점","여성","50대","8549"
"201907","유흥주점","여성","60대","2839"
"201907","유흥주점","여성","70대 이상","662"
"201907","일식/수산물","남성","20대 이하","29017"
"201907","일식/수산물","남성","30대","91639"
"201907","일식/수산물","남성","40대","118881"
"201907","일식/수산물","남성","50대","77916"
"201907","일식/수산물","남성","60대","28160"
"201907","일식/수산물","남성","70대 이상","7189"
"201907","일식/수산물","여성","20대 이하","40798"
"201907","일식/수산물","여성","30대","74583"
"201907","일식/수산물","여성","40대","80694"
"201907","일식/수산물","여성","50대","56254"
"201907","일식/수산물","여성","60대","20110"
"201907","일식/수산물","여성","70대 이상","4827"
"201907","제과/제빵/떡/케익","남성","20대 이하","22204"
"201907","제과/제빵/떡/케익","남성","30대","85221"
"201907","제과/제빵/떡/케익","남성","40대","111127"
"201907","제과/제빵/떡/케익","남성","50대","61769"
"201907","제과/제빵/떡/케익","남성","60대","21555"
"201907","제과/제빵/떡/케익","남성","70대 이상","5138"
"201907","제과/제빵/떡/케익","여성","20대 이하","49926"
"201907","제과/제빵/떡/케익","여성","30대","119520"
"201907","제과/제빵/떡/케익","여성","40대","144879"
"201907","제과/제빵/떡/케익","여성","50대","80044"
"201907","제과/제빵/떡/케익","여성","60대","26970"
"201907","제과/제빵/떡/케익","여성","70대 이상","4897"
"201907","중식","남성","20대 이하","15681"
"201907","중식","남성","30대","55000"
"201907","중식","남성","40대","78842"
"201907","중식","남성","50대","44422"
"201907","중식","남성","60대","15777"
"201907","중식","남성","70대 이상","3371"
"201907","중식","여성","20대 이하","15054"
"201907","중식","여성","30대","36160"
"201907","중식","여성","40대","48092"
"201907","중식","여성","50대","28128"
"201907","중식","여성","60대","9183"
"201907","중식","여성","70대 이상","2074"
"201907","커피/음료","남성","20대 이하","91315"
"201907","커피/음료","남성","30대","242713"
"201907","커피/음료","남성","40대","243627"
"201907","커피/음료","남성","50대","117307"
"201907","커피/음료","남성","60대","31315"
"201907","커피/음료","남성","70대 이상","5915"
"201907","커피/음료","여성","20대 이하","171586"
"201907","커피/음료","여성","30대","291644"
"201907","커피/음료","여성","40대","278517"
"201907","커피/음료","여성","50대","141077"
"201907","커피/음료","여성","60대","32676"
"201907","커피/음료","여성","70대 이상","5919"
"201907","패스트푸드","남성","20대 이하","49282"
"201907","패스트푸드","남성","30대","120129"
"201907","패스트푸드","남성","40대","127441"
"201907","패스트푸드","남성","50대","53192"
"201907","패스트푸드","남성","60대","11526"
"201907","패스트푸드","남성","70대 이상","2775"
"201907","패스트푸드","여성","20대 이하","56411"
"201907","패스트푸드","여성","30대","103318"
"201907","패스트푸드","여성","40대","128174"
"201907","패스트푸드","여성","50대","52738"
"201907","패스트푸드","여성","60대","12592"
"201907","패스트푸드","여성","70대 이상","2483"
"201907","한식","남성","20대 이하","115380"
"201907","한식","남성","30대","385013"
"201907","한식","남성","40대","537884"
"201907","한식","남성","50대","344149"
"201907","한식","남성","60대","127532"
"201907","한식","남성","70대 이상","29085"
"201907","한식","여성","20대 이하","149402"
"201907","한식","여성","30대","293890"
"201907","한식","여성","40대","338161"
"201907","한식","여성","50대","226248"
"201907","한식","여성","60대","75847"
"201907","한식","여성","70대 이상","16163"
"201908","간이주점","남성","20대 이하","29718"
"201908","간이주점","남성","30대","58172"
"201908","간이주점","남성","40대","57231"
"201908","간이주점","남성","50대","33610"
"201908","간이주점","남성","60대","7976"
"201908","간이주점","남성","70대 이상","1034"
"201908","간이주점","여성","20대 이하","30477"
"201908","간이주점","여성","30대","31565"
"201908","간이주점","여성","40대","31836"
"201908","간이주점","여성","50대","17850"
"201908","간이주점","여성","60대","4527"
"201908","간이주점","여성","70대 이상","1007"
"201908","고기요리","남성","20대 이하","31296"
"201908","고기요리","남성","30대","86055"
"201908","고기요리","남성","40대","111582"
"201908","고기요리","남성","50대","64158"
"201908","고기요리","남성","60대","21843"
"201908","고기요리","남성","70대 이상","4596"
"201908","고기요리","여성","20대 이하","31376"
"201908","고기요리","여성","30대","56144"
"201908","고기요리","여성","40대","64534"
"201908","고기요리","여성","50대","41417"
"201908","고기요리","여성","60대","13530"
"201908","고기요리","여성","70대 이상","3075"
"201908","닭/오리요리","남성","20대 이하","32523"
"201908","닭/오리요리","남성","30대","90862"
"201908","닭/오리요리","남성","40대","111311"
"201908","닭/오리요리","남성","50대","54979"
"201908","닭/오리요리","남성","60대","12338"
"201908","닭/오리요리","남성","70대 이상","2407"
"201908","닭/오리요리","여성","20대 이하","31243"
"201908","닭/오리요리","여성","30대","62893"
"201908","닭/오리요리","여성","40대","92986"
"201908","닭/오리요리","여성","50대","46215"
"201908","닭/오리요리","여성","60대","12394"
"201908","닭/오리요리","여성","70대 이상","2463"
"201908","별식/퓨전요리","남성","20대 이하","4711"
"201908","별식/퓨전요리","남성","30대","17768"
"201908","별식/퓨전요리","남성","40대","26571"
"201908","별식/퓨전요리","남성","50대","15002"
"201908","별식/퓨전요리","남성","60대","5368"
"201908","별식/퓨전요리","남성","70대 이상","1321"
"201908","별식/퓨전요리","여성","20대 이하","5401"
"201908","별식/퓨전요리","여성","30대","14638"
"201908","별식/퓨전요리","여성","40대","19471"
"201908","별식/퓨전요리","여성","50대","10279"
"201908","별식/퓨전요리","여성","60대","3617"
"201908","별식/퓨전요리","여성","70대 이상","817"
"201908","부페","남성","20대 이하","1277"
"201908","부페","남성","30대","4664"
"201908","부페","남성","40대","6491"
"201908","부페","남성","50대","3572"
"201908","부페","남성","60대","2195"
"201908","부페","남성","70대 이상","376"
"201908","부페","여성","20대 이하","1496"
"201908","부페","여성","30대","3565"
"201908","부페","여성","40대","4194"
"201908","부페","여성","50대","2856"
"201908","부페","여성","60대","1263"
"201908","부페","여성","70대 이상","308"
"201908","분식","남성","20대 이하","59748"
"201908","분식","남성","30대","171029"
"201908","분식","남성","40대","195380"
"201908","분식","남성","50대","96187"
"201908","분식","남성","60대","26657"
"201908","분식","남성","70대 이상","5751"
"201908","분식","여성","20대 이하","87618"
"201908","분식","여성","30대","157565"
"201908","분식","여성","40대","171226"
"201908","분식","여성","50대","85585"
"201908","분식","여성","60대","23520"
"201908","분식","여성","70대 이상","4920"
"201908","양식","남성","20대 이하","20208"
"201908","양식","남성","30대","58992"
"201908","양식","남성","40대","58936"
"201908","양식","남성","50대","26467"
"201908","양식","남성","60대","5719"
"201908","양식","남성","70대 이상","1337"
"201908","양식","여성","20대 이하","31436"
"201908","양식","여성","30대","58821"
"201908","양식","여성","40대","57880"
"201908","양식","여성","50대","28271"
"201908","양식","여성","60대","6407"
"201908","양식","여성","70대 이상","1149"
"201908","유흥주점","남성","20대 이하","11332"
"201908","유흥주점","남성","30대","26319"
"201908","유흥주점","남성","40대","37566"
"201908","유흥주점","남성","50대","28517"
"201908","유흥주점","남성","60대","8378"
"201908","유흥주점","남성","70대 이상","921"
"201908","유흥주점","여성","20대 이하","10737"
"201908","유흥주점","여성","30대","14000"
"201908","유흥주점","여성","40대","12808"
"201908","유흥주점","여성","50대","9217"
"201908","유흥주점","여성","60대","3215"
"201908","유흥주점","여성","70대 이상","538"
"201908","일식/수산물","남성","20대 이하","35211"
"201908","일식/수산물","남성","30대","109559"
"201908","일식/수산물","남성","40대","136762"
"201908","일식/수산물","남성","50대","84180"
"201908","일식/수산물","남성","60대","32005"
"201908","일식/수산물","남성","70대 이상","7398"
"201908","일식/수산물","여성","20대 이하","46847"
"201908","일식/수산물","여성","30대","85746"
"201908","일식/수산물","여성","40대","91087"
"201908","일식/수산물","여성","50대","63646"
"201908","일식/수산물","여성","60대","21932"
"201908","일식/수산물","여성","70대 이상","4966"
"201908","제과/제빵/떡/케익","남성","20대 이하","25420"
"201908","제과/제빵/떡/케익","남성","30대","97884"
"201908","제과/제빵/떡/케익","남성","40대","126695"
"201908","제과/제빵/떡/케익","남성","50대","63982"
"201908","제과/제빵/떡/케익","남성","60대","22701"
"201908","제과/제빵/떡/케익","남성","70대 이상","5264"
"201908","제과/제빵/떡/케익","여성","20대 이하","58852"
"201908","제과/제빵/떡/케익","여성","30대","131767"
"201908","제과/제빵/떡/케익","여성","40대","159341"
"201908","제과/제빵/떡/케익","여성","50대","86824"
"201908","제과/제빵/떡/케익","여성","60대","27985"
"201908","제과/제빵/떡/케익","여성","70대 이상","5522"
"201908","중식","남성","20대 이하","18820"
"201908","중식","남성","30대","60194"
"201908","중식","남성","40대","86178"
"201908","중식","남성","50대","46491"
"201908","중식","남성","60대","16051"
"201908","중식","남성","70대 이상","3711"
"201908","중식","여성","20대 이하","17208"
"201908","중식","여성","30대","38901"
"201908","중식","여성","40대","51030"
"201908","중식","여성","50대","30269"
"201908","중식","여성","60대","8139"
"201908","중식","여성","70대 이상","2405"
"201908","커피/음료","남성","20대 이하","112284"
"201908","커피/음료","남성","30대","290046"
"201908","커피/음료","남성","40대","290839"
"201908","커피/음료","남성","50대","134627"
"201908","커피/음료","남성","60대","34954"
"201908","커피/음료","남성","70대 이상","7276"
"201908","커피/음료","여성","20대 이하","204374"
"201908","커피/음료","여성","30대","328545"
"201908","커피/음료","여성","40대","320634"
"201908","커피/음료","여성","50대","163412"
"201908","커피/음료","여성","60대","37839"
"201908","커피/음료","여성","70대 이상","6596"
"201908","패스트푸드","남성","20대 이하","53132"
"201908","패스트푸드","남성","30대","131623"
"201908","패스트푸드","남성","40대","143990"
"201908","패스트푸드","남성","50대","55973"
"201908","패스트푸드","남성","60대","12187"
"201908","패스트푸드","남성","70대 이상","2810"
"201908","패스트푸드","여성","20대 이하","59343"
"201908","패스트푸드","여성","30대","109699"
"201908","패스트푸드","여성","40대","139172"
"201908","패스트푸드","여성","50대","54234"
"201908","패스트푸드","여성","60대","12027"
"201908","패스트푸드","여성","70대 이상","2815"
"201908","한식","남성","20대 이하","139282"
"201908","한식","남성","30대","445292"
"201908","한식","남성","40대","601883"
"201908","한식","남성","50대","371874"
"201908","한식","남성","60대","134589"
"201908","한식","남성","70대 이상","29406"
"201908","한식","여성","20대 이하","173667"
"201908","한식","여성","30대","330804"
"201908","한식","여성","40대","377186"
"201908","한식","여성","50대","236943"
"201908","한식","여성","60대","81856"
"201908","한식","여성","70대 이상","15005"
"201909","간이주점","남성","20대 이하","27888"
"201909","간이주점","남성","30대","49717"
"201909","간이주점","남성","40대","49920"
"201909","간이주점","남성","50대","27615"
"201909","간이주점","남성","60대","7965"
"201909","간이주점","남성","70대 이상","813"
"201909","간이주점","여성","20대 이하","30905"
"201909","간이주점","여성","30대","25755"
"201909","간이주점","여성","40대","22893"
"201909","간이주점","여성","50대","14514"
"201909","간이주점","여성","60대","3944"
"201909","간이주점","여성","70대 이상","622"
"201909","고기요리","남성","20대 이하","23961"
"201909","고기요리","남성","30대","65435"
"201909","고기요리","남성","40대","79026"
"201909","고기요리","남성","50대","49705"
"201909","고기요리","남성","60대","18154"
"201909","고기요리","남성","70대 이상","4168"
"201909","고기요리","여성","20대 이하","23770"
"201909","고기요리","여성","30대","41886"
"201909","고기요리","여성","40대","43671"
"201909","고기요리","여성","50대","31077"
"201909","고기요리","여성","60대","12277"
"201909","고기요리","여성","70대 이상","2562"
"201909","닭/오리요리","남성","20대 이하","26636"
"201909","닭/오리요리","남성","30대","73282"
"201909","닭/오리요리","남성","40대","86096"
"201909","닭/오리요리","남성","50대","42640"
"201909","닭/오리요리","남성","60대","9477"
"201909","닭/오리요리","남성","70대 이상","1971"
"201909","닭/오리요리","여성","20대 이하","26361"
"201909","닭/오리요리","여성","30대","49008"
"201909","닭/오리요리","여성","40대","69222"
"201909","닭/오리요리","여성","50대","35850"
"201909","닭/오리요리","여성","60대","8069"
"201909","닭/오리요리","여성","70대 이상","1885"
"201909","별식/퓨전요리","남성","20대 이하","3783"
"201909","별식/퓨전요리","남성","30대","15505"
"201909","별식/퓨전요리","남성","40대","21794"
"201909","별식/퓨전요리","남성","50대","12547"
"201909","별식/퓨전요리","남성","60대","4967"
"201909","별식/퓨전요리","남성","70대 이상","1092"
"201909","별식/퓨전요리","여성","20대 이하","4323"
"201909","별식/퓨전요리","여성","30대","12951"
"201909","별식/퓨전요리","여성","40대","16391"
"201909","별식/퓨전요리","여성","50대","9195"
"201909","별식/퓨전요리","여성","60대","3100"
"201909","별식/퓨전요리","여성","70대 이상","508"
"201909","부페","남성","20대 이하","1231"
"201909","부페","남성","30대","3151"
"201909","부페","남성","40대","4216"
"201909","부페","남성","50대","2946"
"201909","부페","남성","60대","1431"
"201909","부페","남성","70대 이상","493"
"201909","부페","여성","20대 이하","1181"
"201909","부페","여성","30대","1992"
"201909","부페","여성","40대","2989"
"201909","부페","여성","50대","2726"
"201909","부페","여성","60대","1048"
"201909","부페","여성","70대 이상","82"
"201909","분식","남성","20대 이하","45546"
"201909","분식","남성","30대","131944"
"201909","분식","남성","40대","131117"
"201909","분식","남성","50대","66511"
"201909","분식","남성","60대","20720"
"201909","분식","남성","70대 이상","4551"
"201909","분식","여성","20대 이하","72786"
"201909","분식","여성","30대","123959"
"201909","분식","여성","40대","114964"
"201909","분식","여성","50대","64490"
"201909","분식","여성","60대","19053"
"201909","분식","여성","70대 이상","3206"
"201909","양식","남성","20대 이하","15098"
"201909","양식","남성","30대","44696"
"201909","양식","남성","40대","39474"
"201909","양식","남성","50대","17710"
"201909","양식","남성","60대","4977"
"201909","양식","남성","70대 이상","758"
"201909","양식","여성","20대 이하","24364"
"201909","양식","여성","30대","40429"
"201909","양식","여성","40대","37786"
"201909","양식","여성","50대","19516"
"201909","양식","여성","60대","5266"
"201909","양식","여성","70대 이상","1013"
"201909","유흥주점","남성","20대 이하","9682"
"201909","유흥주점","남성","30대","23355"
"201909","유흥주점","남성","40대","35860"
"201909","유흥주점","남성","50대","24187"
"201909","유흥주점","남성","60대","7410"
"201909","유흥주점","남성","70대 이상","737"
"201909","유흥주점","여성","20대 이하","9264"
"201909","유흥주점","여성","30대","12376"
"201909","유흥주점","여성","40대","10276"
"201909","유흥주점","여성","50대","8834"
"201909","유흥주점","여성","60대","3021"
"201909","유흥주점","여성","70대 이상","462"
"201909","일식/수산물","남성","20대 이하","26016"
"201909","일식/수산물","남성","30대","84614"
"201909","일식/수산물","남성","40대","88083"
"201909","일식/수산물","남성","50대","60112"
"201909","일식/수산물","남성","60대","27295"
"201909","일식/수산물","남성","70대 이상","6498"
"201909","일식/수산물","여성","20대 이하","38600"
"201909","일식/수산물","여성","30대","65278"
"201909","일식/수산물","여성","40대","59631"
"201909","일식/수산물","여성","50대","49037"
"201909","일식/수산물","여성","60대","21636"
"201909","일식/수산물","여성","70대 이상","4454"
"201909","제과/제빵/떡/케익","남성","20대 이하","22043"
"201909","제과/제빵/떡/케익","남성","30대","85271"
"201909","제과/제빵/떡/케익","남성","40대","109388"
"201909","제과/제빵/떡/케익","남성","50대","57328"
"201909","제과/제빵/떡/케익","남성","60대","21079"
"201909","제과/제빵/떡/케익","남성","70대 이상","4542"
"201909","제과/제빵/떡/케익","여성","20대 이하","52705"
"201909","제과/제빵/떡/케익","여성","30대","115602"
"201909","제과/제빵/떡/케익","여성","40대","139465"
"201909","제과/제빵/떡/케익","여성","50대","80686"
"201909","제과/제빵/떡/케익","여성","60대","26863"
"201909","제과/제빵/떡/케익","여성","70대 이상","5135"
"201909","중식","남성","20대 이하","16398"
"201909","중식","남성","30대","49311"
"201909","중식","남성","40대","65894"
"201909","중식","남성","50대","37588"
"201909","중식","남성","60대","12701"
"201909","중식","남성","70대 이상","3356"
"201909","중식","여성","20대 이하","15083"
"201909","중식","여성","30대","29118"
"201909","중식","여성","40대","37057"
"201909","중식","여성","50대","23077"
"201909","중식","여성","60대","7863"
"201909","중식","여성","70대 이상","1917"
"201909","커피/음료","남성","20대 이하","90718"
"201909","커피/음료","남성","30대","230780"
"201909","커피/음료","남성","40대","202970"
"201909","커피/음료","남성","50대","97549"
"201909","커피/음료","남성","60대","28619"
"201909","커피/음료","남성","70대 이상","5698"
"201909","커피/음료","여성","20대 이하","171753"
"201909","커피/음료","여성","30대","258695"
"201909","커피/음료","여성","40대","224207"
"201909","커피/음료","여성","50대","125060"
"201909","커피/음료","여성","60대","31067"
"201909","커피/음료","여성","70대 이상","5323"
"201909","패스트푸드","남성","20대 이하","44749"
"201909","패스트푸드","남성","30대","109007"
"201909","패스트푸드","남성","40대","101229"
"201909","패스트푸드","남성","50대","41940"
"201909","패스트푸드","남성","60대","9284"
"201909","패스트푸드","남성","70대 이상","2103"
"201909","패스트푸드","여성","20대 이하","50025"
"201909","패스트푸드","여성","30대","82628"
"201909","패스트푸드","여성","40대","97445"
"201909","패스트푸드","여성","50대","45236"
"201909","패스트푸드","여성","60대","9945"
"201909","패스트푸드","여성","70대 이상","1909"
"201909","한식","남성","20대 이하","105393"
"201909","한식","남성","30대","342344"
"201909","한식","남성","40대","423532"
"201909","한식","남성","50대","282989"
"201909","한식","남성","60대","110201"
"201909","한식","남성","70대 이상","23335"
"201909","한식","여성","20대 이하","141948"
"201909","한식","여성","30대","250743"
"201909","한식","여성","40대","254596"
"201909","한식","여성","50대","185469"
"201909","한식","여성","60대","68418"
"201909","한식","여성","70대 이상","13809"
"201910","간이주점","남성","20대 이하","31264"
"201910","간이주점","남성","30대","51550"
"201910","간이주점","남성","40대","55544"
"201910","간이주점","남성","50대","31849"
"201910","간이주점","남성","60대","9603"
"201910","간이주점","남성","70대 이상","945"
"201910","간이주점","여성","20대 이하","31673"
"201910","간이주점","여성","30대","28834"
"201910","간이주점","여성","40대","29869"
"201910","간이주점","여성","50대","16473"
"201910","간이주점","여성","60대","3716"
"201910","간이주점","여성","70대 이상","623"
"201910","고기요리","남성","20대 이하","26551"
"201910","고기요리","남성","30대","77649"
"201910","고기요리","남성","40대","94987"
"201910","고기요리","남성","50대","60086"
"201910","고기요리","남성","60대","21786"
"201910","고기요리","남성","70대 이상","4588"
"201910","고기요리","여성","20대 이하","27774"
"201910","고기요리","여성","30대","47582"
"201910","고기요리","여성","40대","59493"
"201910","고기요리","여성","50대","37270"
"201910","고기요리","여성","60대","12524"
"201910","고기요리","여성","70대 이상","2676"
"201910","닭/오리요리","남성","20대 이하","31625"
"201910","닭/오리요리","남성","30대","80624"
"201910","닭/오리요리","남성","40대","95481"
"201910","닭/오리요리","남성","50대","47439"
"201910","닭/오리요리","남성","60대","11015"
"201910","닭/오리요리","남성","70대 이상","1940"
"201910","닭/오리요리","여성","20대 이하","30523"
"201910","닭/오리요리","여성","30대","56914"
"201910","닭/오리요리","여성","40대","80050"
"201910","닭/오리요리","여성","50대","42098"
"201910","닭/오리요리","여성","60대","9828"
"201910","닭/오리요리","여성","70대 이상","1828"
"201910","별식/퓨전요리","남성","20대 이하","4181"
"201910","별식/퓨전요리","남성","30대","19145"
"201910","별식/퓨전요리","남성","40대","26690"
"201910","별식/퓨전요리","남성","50대","16528"
"201910","별식/퓨전요리","남성","60대","6444"
"201910","별식/퓨전요리","남성","70대 이상","1410"
"201910","별식/퓨전요리","여성","20대 이하","6045"
"201910","별식/퓨전요리","여성","30대","15807"
"201910","별식/퓨전요리","여성","40대","21155"
"201910","별식/퓨전요리","여성","50대","13365"
"201910","별식/퓨전요리","여성","60대","4169"
"201910","별식/퓨전요리","여성","70대 이상","781"
"201910","부페","남성","20대 이하","1210"
"201910","부페","남성","30대","3598"
"201910","부페","남성","40대","5112"
